Region.hospital,Facility,Dist.to.reg.hosp,tier,Longitude,Latitude ,region,district,xpert,unitID
Goaso Municipal Hospital,Essam gov. Hospital,0.597823,4,-3.10494,6.67188,Western North,Bia West,yes,692
Wiawso Govt Hospital,Anhwiaso (bibiani Anhwiaso Bekwai) Health Centre,0.269122,6,-2.25592,6.33124,Western North,Bibiani-Anhwiaso-Bekwai,no,693
Wiawso Govt Hospital,Bibiani District Hospital,0.303682,4,-2.32238,6.45658,Western North,Bibiani-Anhwiaso-Bekwai,yes,694
Wiawso Govt Hospital,Gbc Awaso Hospital,0.219837,5,-2.28031,6.25686,Western North,Bibiani-Anhwiaso-Bekwai,no,695
Wiawso Govt Hospital,Sefwi Bekwai Health Centre,0.169273,6,-2.32599,6.18753,Western North,Bibiani-Anhwiaso-Bekwai,no,696
Wiawso Govt Hospital,Kwasikrom (Bodi) Health Center,0.462569,4,-2.95651,6.18984,Western North,Bodi,no,697
Wiawso Govt Hospital,Bonsu Nkwanta (Juaboso) Health Centre,0.535657,6,-3.01765,6.32004,Western North,Juaboso,no,698
Wiawso Govt Hospital,Juaboso Government Hospital,0.359072,4,-2.82972,6.33418,Western North,Juaboso,yes,699
Wiawso Govt Hospital,Akontombra Health Center,0.403222,4,-2.86617,6.05048,Western North,Sefwi Akontombra,no,700
Wiawso Govt Hospital,St John Of God (sefwi Wiawso) Hospital,0.24935,5,-2.65872,6.3936,Western North,Sefwi-Wiawso,no,701
Wiawso Govt Hospital,Wiawso Govt Hospital,0,3,-2.49423,6.2062,Western North,Sefwi-Wiawso,yes,702
Wiawso Govt Hospital,Dadieso District Hospital,0.545799,4,-3.03281,6.11772,Western North,Suaman,yes,703
