 row no., facName, population, binInc , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10  
581,Poyentanga Health Centre,36901, 24.8, 0.0312942, 0.0936211, 0.157736, 0.193507, 0.205292, 0.144572, 0.0940697, 0.0488558, 0.0235008, 0.012028
582,Wa West District Hospital,16632, 17.5, 0.0270397, 0.0912588, 0.128439, 0.10478, 0.148722, 0.145341, 0.152099, 0.0946513, 0.0845082, 0.0270482
583,Helekpe Health Centre,33343, 20.6, 0.0246248, 0.0688972, 0.0830089, 0.134244, 0.161267, 0.164587, 0.131883, 0.112216, 0.0818201, 0.0464462
584,Have Health Centre,37999, 12.3, 0.0153468, 0.0231602, 0.0549117, 0.145059, 0.185647, 0.213141, 0.168903, 0.107739, 0.0584858, 0.0284103
585,Logba Vuinta Health Centre,53451, 16.7, 0.0272241, 0.065338, 0.130675, 0.166114, 0.188336, 0.205372, 0.122581, 0.0381676, 0.0165212, 0.0404899
586,Kpetoe Health Centre,30473, 21.5, 0.0195242, 0.0645567, 0.0883972, 0.0736474, 0.0427049, 0.154921, 0.150256, 0.163109, 0.182371, 0.0642425
587,Ziope Health Centre,27092, 16.2, 0.0216555, 0.0521919, 0.0981893, 0.112287, 0.173712, 0.0995202, 0.106811, 0.129654, 0.127867, 0.0835282
588,Ave-dakpa Health Centre,34336, 13.7, 0.0214799, 0.0725553, 0.0902446, 0.0955139, 0.137513, 0.14527, 0.133305, 0.141959, 0.105395, 0.0608104
589,Akatsi District Hospital,110353, 12.6, 0.0998964, 0.210339, 0.111494, 0.116575, 0.114275, 0.120537, 0.126539, 0.0370905, 0.0328161, 0.0333123
590,Anloga Health Centre,27779, 7.8, 0.351979, 0, 0, 0, 0, 0, 0, 0, 0, 0.650385
591,Tegbi Health Centre,12870, 10.8, 0.496991, 0, 0, 0, 0, 0, 0, 0, 0.430455, 0.0751608
592,Adidome District Hospital,62519, 14.3, 0.116812, 0, 0, 0, 0, 0.583122, 0.263846, 0.0176237, 0.014686, 0.00734293
593,Mafi-Kumase Health Centre,21335, 16.5, 0.0367842, 0.0446692, 0.0576833, 0.0757173, 0.107917, 0.115468, 0.128457, 0.148938, 0.150768, 0.141609
594,Ho Municipal Hospital,71321, 17.3, 0.0537148, 0.131841, 0.156254, 0.175532, 0.146474, 0.107413, 0.0732362, 0.0732361, 0.0585875, 0.0244106
595,Ho Polyclinic,40658, 13.5, 0.0342636, 0.0770928, 0.128488, 0.149678, 0.135276, 0.111431, 0.114092, 0.0946122, 0.102716, 0.0536316
596,Ho Teaching Hospital,4093, 5.9, 0, 0.255275, 0, 0.170187, 0.17019, 0, 0.170194, 0, 0.154299, 0.0810572
597,Abutia Agorve Health Centre,16120, 18.9, 0.027632, 0.095177, 0.14123, 0.162727, 0.135102, 0.128965, 0.132042, 0.092127, 0.0661818, 0.0287774
598,Dzologbogame Health Centre,65965, 21.2, 0.0475007, 0.137223, 0.163617, 0.190011, 0.163042, 0.125731, 0.0686027, 0.0422257, 0.0366276, 0.0260047
599,Tsito Health Centre,25028, 22.1, 0.071978, 0.238982, 0.367127, 0.193088, 0.0685429, 0.024568, 0.0166876, 0.00920758, 0.0125682, 8.25206e-05
600,Hohoe Municipal Hospital,94579, 26.3, 0.0492092, 0.230665, 0.252198, 0.233729, 0.118545, 0.0610024, 0.019732, 0.0198075, 0.0101778, 0.00790468
601,Volta Regional Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
602,Keta Municipal Hospital,19812, 11.8, 0.33741, 0, 0, 0, 0, 0, 0, 0, 0, 0.66507
603,Sacred Heart (keta) Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
604,St Anthony's (Dzodze) Hospital,287391, 13.3, 0.00399115, 0.0149667, 0.0309059, 0.0384467, 0.0373222, 0.0417376, 0.0559011, 0.0617181, 0.233037, 0.482924
605,Central Aflao Hospital,9286, 11.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00077
606,Ketu South District Hospital,110447, 0.1, 1.00049, 0, 0, 0, 0, 0, 0, 0, 0, 0
607,Kpando Health Centre,24256, 33.4, 0.196821, 0.407297, 0.370761, 0.0277504, 0.000351354, 4.58925e-05, 0, 0, 0, 0.000797918
608,Margret Marquart Catholic Hospital,12374, 9.6, 0.05526, 0.0736792, 0.0736789, 0.0920959, 0.0920974, 0.147353, 0.128934, 0.11061, 0.131041, 0.0988672
609,St Patrick (kpando) Hospital,7383, 32.1, 0.154357, 0.498765, 0.298385, 0.0477668, 0.00288815, 0, 0, 0, 0, 0.00181872
610,Anfoega Catholic Hospital,30970, 32, 0.161951, 0.423124, 0.273368, 0.132079, 0.0123973, 0, 0, 0, 3.67997e-05, 0.000394559
611,Tsrukpe Health Centre,40916, 53.1, 0.297933, 0.348725, 0.0740286, 0.0078313, 0.00374374, 0.0491213, 0.0964663, 0.0943916, 0.0283001, 0.00279568
612,Vakpo Health Centre,17565, 11.6, 0.064901, 0.0778824, 0.155818, 0.172982, 0.129291, 0.0719479, 0.0993664, 0.077301, 0.0828572, 0.0687961
613,Battor Catholic Hospital,21723, 18.6, 0, 0, 0, 0, 0.738652, 0.0634024, 0.067627, 0.0591718, 0.0464907, 0.0295839
614,Juapong Health Centre,24218, 20.6, 0.041694, 0.0951872, 0.090973, 0.11751, 0.132674, 0.147839, 0.136467, 0.0985585, 0.0947658, 0.0530687
615,Peki Hospital,21881, 14, 0.0588819, 0.144312, 0.147383, 0.175201, 0.12896, 0.150025, 0.103951, 0.0874903, 0.0073291, 0.000124739
616,Richard Novarti Memorial Hospital - Sogakope,24701, 13.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00209
617,Sogakope District Hospital,7548, 14.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00215
618,Agona Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
619,Apowa Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
620,Nana Hima Dekyi Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
621,2mrs Military Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
622,Kwesimintim Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
623,New Crystal Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
624,Sycamore Medical Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
625,Whindo Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
626,Aiyinase Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
627,Asasetre Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
628,Esiama Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
629,Nana Benie Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
630,St Martin De Porres (Ellembelle) Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
631,Elubo Health Centre,35101, 26.4, 0.111866, 0, 0, 0, 0, 0, 0.068231, 0.230871, 0.329203, 0.263452
632,Half Assini Government Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
633,Tikobo No 1 Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
634,Manso Community Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
635,Axim Government Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
636,Bamiankor Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
637,Aboso Health Centre,45145, 25.9, 0, 0, 0, 0, 0, 0, 0, 0.338366, 0.336965, 0.331149
638,Bogoso Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
639,Himan Health Centre,12549, 16.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00735
640,Huni Valley Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
641,Huniso CHPS,15352, 0.1, 1.00707, 0, 0, 0, 0, 0, 0, 0, 0, 0
642,Prestea Government Hospital,12594, 16.3, 0.9973, 0, 0, 0, 0, 0, 0, 0, 0, 0.0101445
643,Effia Nkwanta Regional Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
644,Essikado Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
645,Holychild  Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
646,Nagel Memorial  SDA Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
647,New Takoradi Health Center,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
648,Takoradi Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
649,Western Naval Command Medical Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
650,Shama Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
651,St Benedict Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
652,Supomu Dunkwa Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
653,ABA Hospital,49240, 19.5, 0.324542, 0, 0, 0, 0.00531371, 0.334911, 0.326129, 0.00795059, 0.00265681, 0.00503031
654,Apinto Government Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
655,Benso Health Centre,14473, 0.1, 1.00623, 0, 0, 0, 0, 0, 0, 0, 0, 0
656,Dompim Health Centre,15106, 12.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00692
657,GMC Hospital,16233, 0.1, 1.00651, 0, 0, 0, 0, 0, 0, 0, 0, 0
658,Iduapriem Health Centre,14982, 13.1, 0.998647, 0, 0, 0, 0, 0, 0, 0, 0, 0.00852759
659,New Atuabo Community Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
660,Nsuaem (Tarkwa Nsuayem) Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
661,Redeemer Hospital,15736, 8.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00692
662,Simpa Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
663,Tarkwa Benso Health Centre,31135, 17.3, 0.510322, 0, 0, 0, 0, 0, 0, 0, 0, 0.496155
664,Tarkwa Municipal Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
665,Tebrebe Community Clinic,15671, 0.1, 1.00678, 0, 0, 0, 0, 0, 0, 0, 0, 0
666,Adjakaa Manso Health Centre,17835, 14.6, 0.495538, 0, 0, 0, 0.00961454, 0.477135, 0.00961453, 0, 0.00961454, 0.00961454
667,Agona (Wassa Amenfi Central) Health Centre,27478, 7.4, 0.330642, 0, 0, 0, 0, 0, 0, 0.00624046, 0.337533, 0.33741
668,Manso Amenfi Health Centre,16490, 11.2, 0.512906, 0, 0, 0, 0, 0, 0, 0, 0, 0.497566
669,Afransie Health Centre,26215, 15.4, 0.491916, 0, 0, 0, 0, 0, 0, 0, 0, 0.515559
670,El-shiva Clinic,14068, 13.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00696
671,Holy Angels Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
672,Mampong (WAE) Health Centre,18005, 21.5, 0, 0, 0, 0.00709546, 0.0283819, 0.0212865, 0.754782, 0.0993344, 0.0638879, 0.0320831
673,Oppon Valley Health Centre,74114, 27.2, 0.204202, 0, 0, 0, 0, 0, 0, 0, 0.202784, 0.599007
674,Saa Health Centre,15746, 0.1, 1.00683, 0, 0, 0, 0, 0, 0, 0, 0, 0
675,Wassa Akropong Govt Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
676,Father Thomas Alan Rooney Memorial Hospital,16911, 23.1, 0.496264, 0, 0, 0, 0, 0, 0, 0, 0.00928738, 0.506974
677,Samartex Hospital,10277, 0.1, 1.00591, 0, 0, 0, 0, 0, 0, 0, 0, 0
678,Ahmadiyya Mission Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
679,Akutuase Community Clinic,4286, 14, 0.978804, 0, 0, 0, 0, 0, 0, 0, 0, 0.0226515
680,Akyempim Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
681,Ateiku Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
682,Atobiase Community Clinic,8958, 0.1, 1.00264, 0, 0, 0, 0, 0, 0, 0, 0, 0
683,Christina Adcock and Son's Christian Hospital,102516, 5.9, 0.536586, 0, 0, 0, 0, 0, 0, 0, 0, 0.464476
684,Daboase Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
685,Dompim Community Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
686,Essaman (Sekyere Krobo) CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
687,Nsadweso CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
688,Boinso Health Centre,11848, 26, 0.188079, 0, 0, 0, 0, 0, 0, 0, 0, 0.815211
689,Enchi Government Hospital,26143, 18.4, 0.181027, 0, 0, 0, 0, 0, 0, 0.37841, 0.426479, 0.0186357
690,Kaase  Health Centre,16442, 27.5, 0.0305695, 0.152849, 0.229442, 0.154629, 0.152841, 0.133749, 0.0841278, 0.0343859, 0.0240479, 0.0161697
691,Angela Memorial Catholic Clinic - Yawmatwa,17216, 24.1, 0.0584016, 0.181331, 0.265355, 0.15664, 0.100144, 0.0730169, 0.0667259, 0.0790809, 0.018257, 0.0122221
692,Essam gov. Hospital,56291, 58.6, 0.0803916, 0.171952, 0.187601, 0.198903, 0.191909, 0.0891961, 0.0401954, 0.0256783, 0.0145136, 0.013397
693,Anhwiaso (bibiani Anhwiaso Bekwai) Health Centre,44333, 37.5, 0.0579976, 0.139744, 0.202328, 0.121249, 0.106567, 0.114288, 0.0856162, 0.0729158, 0.0687851, 0.0352399
694,Bibiani District Hospital,57705, 41.6, 0.0267289, 0.104939, 0.181369, 0.199033, 0.156173, 0.145332, 0.0845785, 0.0601452, 0.0342032, 0.0150476
695,Gbc Awaso Hospital,26845, 26.1, 0.0638627, 0.10218, 0.16604, 0.191585, 0.10218, 0.0894086, 0.0894093, 0.0702514, 0.0893538, 0.0383183
696,Sefwi Bekwai Health Centre,124714, 24.6, 0.0192475, 0.0616566, 0.478438, 0.0973314, 0.0878209, 0.0884515, 0.0797907, 0.0123709, 0.07802, 0.00684486
697,Kwasikrom (Bodi) Health Center,71582, 25.3, 0.0167103, 0.129014, 0.459751, 0.222457, 0.118004, 0.0280737, 0.0230262, 0.00609716, 0, 0.00235783
698,Bonsu Nkwanta (Juaboso) Health Centre,61599, 34.4, 0.0326159, 0.115637, 0.14726, 0.147252, 0.135906, 0.150443, 0.123274, 0.0970676, 0.0432805, 0.0210382
699,Juaboso Government Hospital,22265, 26.1, 0.0410156, 0.125782, 0.183208, 0.188681, 0.169541, 0.128527, 0.0711115, 0.0615393, 0.0334844, 0.0114388
700,Akontombra Health Center,23788, 13, 0.115946, 0, 0, 0, 0, 0, 0, 0, 0.181077, 0.706724
701,St John Of God (sefwi Wiawso) Hospital,35080, 25, 0.0190679, 0.0333678, 0.119172, 0.131812, 0.11382, 0.160357, 0.206553, 0.143644, 0.0515464, 0.0222578
702,Wiawso Govt Hospital,122478, 28.9, 0.0286825, 0.0819478, 0.0885137, 0.0615819, 0.0499386, 0.501649, 0.167044, 0.0132574, 0.0104846, 0.00361318
703,Dadieso District Hospital,29521, 15.7, 0, 0, 0.52722, 0.246783, 0.0628605, 0.0839474, 0.0385311, 0.0220034, 0.0134605, 0.0103849
704,Maternal and Child Health Hospital,59058, 1.5, 0, 0.2, 0.200004, 0, 0.200007, 0, 0, 0.200011, 0, 0.200015
705,St. Matthews Hospital- Ampenkro,12035, 47, 0.122342, 0.21995, 0.119762, 0.0876528, 0.106492, 0.106495, 0.0677719, 0.0774557, 0.0387294, 0.058096
706,Sunyani SDA Hospital,333, 1.6, 0, 0, 0, 0.677627, 0, 0, 0, 0, 0, 0.326297
707,Asuofua Polyclinic,75108, 12.2, 0.431137, 0.223788, 0.11325, 0.0439867, 0.0604905, 0.0376201, 0.0384701, 0.016951, 0.0232287, 0.0116237
708,Afrancho Polyclinic,3888, 1, 0.0988869, 0, 0, 0, 0.098885, 0.2102, 0.197774, 0.0988831, 0.0988869, 0.197774
709,Fountain Care Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
710,Living Waters Hospital,7001, 5.3, 0.10025, 0, 0.250624, 0.10025, 0.300821, 0, 0.100255, 0.0501286, 0.0501286, 0.0501295
711,James Town Maternity Home,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
712,Drobo Health Centre,37635, 19.3, 0.0201798, 0.0672638, 0.0840774, 0.141245, 0.144605, 0.158173, 0.144768, 0.121866, 0.0860811, 0.0360682
713,Jemima Crentsil Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
714,La Polyclinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
715,Sege Polyclinic,19689, 11.3, 0.336771, 0, 0, 0, 0, 0, 0, 0, 0, 0.668002
716,Techimantia Government Hospital,27192, 20.6, 0.0583944, 0.136254, 0.189776, 0.199497, 0.204359, 0.121651, 0.0583954, 0.0145991, 0.0145994, 0.00486654
717,Mamponteng Hospital,18991, 6, 0.0399815, 0.0738429, 0.104894, 0.0762158, 0.129188, 0.184156, 0.153932, 0.116606, 0.062032, 0.0607725
718,Foase Health Centre,27955, 11.9, 0.0269619, 0.18436, 0.217702, 0.145453, 0.127843, 0.0994358, 0.0710268, 0.071028, 0.0284115, 0.0284123
719,Rachel Health Centre,13026, 41.3, 0.0822141, 0.1336, 0.0822183, 0.12662, 0.0984288, 0.116277, 0.125225, 0.116282, 0.0715603, 0.0524365
720,Badu Health Center,25368, 22.8, 0.0274609, 0.106881, 0.186184, 0.183811, 0.165022, 0.0976698, 0.0951948, 0.0869641, 0.0458262, 0.0223219
721,Amoaya Health Centre,7800, 12.3, 0.0390335, 0.117101, 0.101485, 0.187356, 0.14832, 0.117093, 0.124899, 0.0858688, 0.0624524, 0.0312275
722,Pope John Paul II Medical Centre,41195, 13.5, 0.0462834, 0.107324, 0.105913, 0.245426, 0.201679, 0.0491857, 0.110545, 0.072036, 0.0487186, 0.0145411
723,Arms Hospital,14049, 8.8, 0.0477261, 0.111359, 0.238617, 0.206801, 0.143168, 0.079537, 0.0636309, 0.0477244, 0.0318166, 0.0318167
724,Valley View Adventist Hospital- Techiman,6690, 7.8, 0.0668191, 0.0668191, 0.133638, 0.133638, 0.10023, 0.100228, 0.133638, 0.0668191, 0.133638, 0.0668177
725,Bomso Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
726,Abesim Health Center,24847, 16.8, 0.0328555, 0.188126, 0.151714, 0.151371, 0.13749, 0.103918, 0.0877072, 0.0438256, 0.0514012, 0.0538771
727,Mount Camel Hospital and Fertility Center,24688, 3.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00039
728,Dapooretindongo CHPS,4618, 12, 0, 0.139085, 0, 0.208625, 0.134102, 0.335838, 0.0534181, 0.0426407, 0.0291857, 0.0582062
729,Gambibgo Health Centre,7877, 13.5, 0, 0.081556, 0.158721, 0.0815562, 0.213354, 0.178371, 0.0815549, 0.138945, 0.0407774, 0.0261254
730,Adabokrom Health Centre,18819, 54.1, 0.0267105, 0.113519, 0.173613, 0.150244, 0.15508, 0.147072, 0.136882, 0.0701174, 0.0200346, 0.0200349
731,Asawinso SDA Hospital,35262, 41.6, 0.0493832, 0.172917, 0.203382, 0.150159, 0.109348, 0.114698, 0.0973887, 0.0534868, 0.0334033, 0.0240779
732,Brosankro Health Centre,14511, 19.5, 0.0735292, 0.255271, 0.23954, 0.255554, 0.0577575, 0.0520743, 0.0347629, 0.00690803, 0.0138159, 0.0138159
733,Kotoso RH Clinic,20040, 21.8, 0.0666103, 0.184365, 0.268233, 0.243352, 0.0892939, 0.0190917, 0.0318132, 0.0345119, 0.0301345, 0.0376666
734,Dachio CHPS,5051, 15.4, 0.0237202, 0.0408295, 0.176799, 0.11464, 0.149134, 0.122742, 0.107792, 0.146336, 0.0825646, 0.0406855
735,Vineyard Hospital,27927, 29.9, 0.0167978, 0.0587924, 0.0755901, 0.092388, 0.134385, 0.346231, 0.135453, 0.0669647, 0.0431126, 0.032561
736,Manso Nkwanta Government Polyclinic,37790, 21.5, 0.0415172, 0.0968732, 0.124549, 0.131469, 0.195777, 0.22716, 0.113655, 0.0463035, 0.0138373, 0.013837
737,St. Peter's Catholic Hospital,25073, 3.3, 0, 0, 0.0863215, 0, 0, 0.292862, 0.0302505, 0, 0.566827, 0.0238974
738,Subinso Health Center,34048, 22.1, 0.0361625, 0.0896964, 0.16244, 0.187478, 0.184705, 0.153063, 0.0931986, 0.055925, 0.037632, 0.00875277
739,Salvation Army Hospital,28815, 0.1, 1.00206, 0, 0, 0, 0, 0, 0, 0, 0, 0
740,Akramaman CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
741,Osudoku Health Centre,4204, 0.1, 1.00205, 0, 0, 0, 0, 0, 0, 0, 0, 0
742,Paboase Health Centre,28758, 22, 0.040716, 0.122938, 0.211997, 0.17767, 0.184066, 0.120691, 0.0796168, 0.0387473, 0.0233728, 0.00274604
743,Kwapong Health Center,18705, 28, 0.0311893, 0.0545815, 0.101365, 0.171539, 0.171539, 0.194938, 0.155951, 0.0779769, 0.0311916, 0.0155965
744,Obuasi SDA Hospital,5410, 5, 0, 0.134681, 0.134681, 0.134678, 0.134678, 0.134676, 0.0673376, 0.0673388, 0.0672959, 0.12544
745,Tontokrom Health Centre,29723, 32.7, 0.0596581, 0.215309, 0.202387, 0.131999, 0.0967999, 0.0792007, 0.091407, 0.0744729, 0.0324712, 0.0221451
746,Coronation Health Centre,3531, 8.9, 0, 0.181914, 0.18192, 0.0909558, 0.181914, 0.0909586, 0.0909614, 0.0909586, 0, 0.0909642
747,VRA Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
748,Yamfo (Tano North) Health Centre,21676, 18.5, 0.0435371, 0.136897, 0.172929, 0.17009, 0.196058, 0.0746403, 0.0995248, 0.0559834, 0.0311026, 0.0248823
749,St. Benito Menni Hospital,45753, 20.8, 0.0477648, 0.15927, 0.247437, 0.194867, 0.1758, 0.0924354, 0.0408804, 0.0161995, 0.0176444, 0.00874901
750,A&A Royal Medical Centre,5712, 7.1, 0, 0.142915, 0.321557, 0.0714588, 0.107191, 0.0714602, 0.0714626, 0.0357305, 0.107195, 0.0714632
751,Atronie Health Centre,34635, 44.8, 0.0353663, 0.221653, 0.29322, 0.124416, 0.0714807, 0.0826568, 0.0714656, 0.0421122, 0.0350642, 0.0257143
752,Duadaso Health Centre,23695, 16.6, 0.0416112, 0.124814, 0.202798, 0.157138, 0.12274, 0.103523, 0.0900724, 0.0715151, 0.0520286, 0.036421
753,Jinjini Health Centre,17853, 13.7, 0.0416049, 0.16642, 0.14562, 0.104019, 0.145629, 0.156035, 0.114264, 0.109394, 0, 0.0208059
754,Owusu Memorial (sunyani) Hospital,5669, 9.6, 0.143685, 0.143996, 0.173306, 0.143605, 0.0720015, 0.108005, 0.0720046, 0.036003, 0.0720067, 0.0360037
755,Zezera Health Centre,21063, 16.8, 0.0176274, 0.0532965, 0.0651828, 0.124518, 0.14356, 0.150135, 0.155526, 0.160867, 0.0920169, 0.0413784
756,Hemang (fanteakwa) CHPS,2268, 11.5, 0, 0.167221, 0.0557395, 0, 0.222957, 0.11148, 0.0557414, 0.222956, 0.111475, 0.0557405
757,Akumadan Health Centre,5813, 11.1, 0.0305342, 0.139826, 0.284473, 0.172514, 0.119666, 0.0798826, 0.0616083, 0.0431966, 0.040187, 0.0398855
758,St. Peter's Health Centre- Ntobroso,28211, 39.1, 0.0279854, 0.129162, 0.195222, 0.221694, 0.220441, 0.0952157, 0.0475758, 0.030787, 0.0251899, 0.0167936
759,3mrs Sunyani,10557, 9, 0.115928, 0.227969, 0.0966513, 0.0966506, 0.0966506, 0.0773201, 0.0966505, 0.0966506, 0.0579733, 0.0381029
760,Dumasua CHPS,14239, 21.4, 0.0763028, 0.12971, 0.160225, 0.0991794, 0.0991753, 0.0991708, 0.0915382, 0.099162, 0.0909821, 0.0603315
761,Kyeremasu Presby Clinic,10946, 46.4, 0.0610434, 0.0477803, 0.107989, 0.117085, 0.0851563, 0.149028, 0.138388, 0.159682, 0.0851666, 0.0532309
762,Hope Christian Hospital,281634, 0.1, 1.00091, 0, 0, 0, 0, 0, 0, 0, 0, 0
763,Katamanso Health Centre,89585, 0.1, 1.00041, 0, 0, 0, 0, 0, 0, 0, 0, 0
764,New Ningo CHPS,8640, 10.2, 0.49902, 0, 0, 0, 0, 0, 0, 0, 0, 0.503072
765,Likpe Bakua Polyclinic,56620, 19.7, 0.0616486, 0.138708, 0.241951, 0.143288, 0.12557, 0.10605, 0.0714239, 0.0625098, 0.0258461, 0.0258462
766,Binaba Health Centre,53144, 36.2, 0.0112484, 0.0502383, 0.146123, 0.206097, 0.203838, 0.18676, 0.104071, 0.0526021, 0.0228583, 0.0225651
767,Bolgatanga Health Centre,1284, 6.5, 0, 0, 0, 0.250144, 0, 0, 0, 0, 0.500295, 0.250151
768,Doninga Health Centre,74933, 52.6, 0.0376403, 0.119891, 0.157773, 0.18767, 0.161599, 0.0997747, 0.0658208, 0.0901876, 0.0822621, 0.0090363
769,Nyariga Health Centre,7713, 9.1, 0, 0.0682364, 0, 0.0662284, 0.238418, 0.130587, 0.146494, 0.105668, 0.107571, 0.138558
770,Sakote CHPS,10098, 25.1, 0.0203565, 0.0712476, 0.152676, 0.274815, 0.254338, 0.0915936, 0.0610593, 0.0407049, 0.0203517, 0.0203514
771,Bulenga Health Centre,82719, 53.9, 0.0578179, 0.145975, 0.184555, 0.182881, 0.165299, 0.0905309, 0.0701979, 0.0550487, 0.0390782, 0.0232567
772,Abura Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
773,Asankran Breman Health Centre,8333, 0.1, 1.01251, 0, 0, 0, 0, 0, 0, 0, 0, 0
774,Asawinso Health Centre,36256, 58.3, 0.0134273, 0.0419609, 0.08842, 0.142893, 0.128357, 0.150617, 0.118851, 0.125502, 0.11802, 0.0807387
775,Abore Health Centre,11001, 16.8, 0.0118852, 0.0713105, 0.0950819, 0.14262, 0.26147, 0.200457, 0.113053, 0.0421809, 0.0557275, 0.0116492
776,Juansa Government Polyclinic,17263, 28.1, 0.0123844, 0.0934404, 0.190072, 0.227925, 0.196973, 0.0895966, 0.0713207, 0.0588829, 0.0393723, 0.0269268
777,Debibi Health Center,13110, 22.5, 0.0318259, 0.0926307, 0.128502, 0.11971, 0.126943, 0.0999554, 0.132019, 0.104742, 0.108972, 0.0651432
778,Sabiye Health Center,18169, 22.3, 0.0229548, 0.0688644, 0.103299, 0.109862, 0.132822, 0.154143, 0.144304, 0.124171, 0.117406, 0.0485503
779,Bukunor Health Centre,15541, 8.2, 0.0301761, 0.0325919, 0.12601, 0.105618, 0.125667, 0.157068, 0.0921912, 0.171881, 0.0945394, 0.0680382
780,Gowrie CHPS,3342, 10.2, 0.0658503, 0, 0.0710744, 0.174337, 0.166752, 0, 0.124311, 0.25774, 0.071068, 0.071068
